"inst","w","var","inc","feas","fixed_rp","fixed_bev","fixed_wev","flex_rp","flex_bev","flex_wev"
425,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
427,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
431,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
438,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
45,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
491,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
494,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
495,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
497,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
498,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
503,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
504,6,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
505,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
515,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
60,6,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
119,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
120,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
122,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
130,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
134,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
135,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
136,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
194,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
195,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
198,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
200,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
201,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
205,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
207,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
267,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
268,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
271,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
274,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
278,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
279,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
288,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
341,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
342,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
343,6,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
344,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
347,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
353,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
354,6,5,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
360,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
41,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
416,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
418,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
421,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
423,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
425,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
427,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
431,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
438,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
45,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
491,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
494,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
495,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
497,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
498,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
503,6,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
504,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
505,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
515,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
60,6,5,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
131,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
269,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
270,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
363,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
61,7,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
131,7,2,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
269,7,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
270,7,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
363,7,2,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,7,2,20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
61,7,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
131,7,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
269,7,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
270,7,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
363,7,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,7,5,10,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
61,7,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
131,7,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
269,7,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
270,7,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
363,7,5,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,7,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
61,7,5,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,2,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,2,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
500,8,5,10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
500,8,5,20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
